0.43287,-1.9534
0.82617,-1.4293
1.265,-1.569
1.724,-1.462
2.14,-1.385
3,-1
2.14,-1.385
1.724,-1.462
1.265,-1.569
0.82617,-1.4293
1.1309,-0.51943
1.4596,0.13061
1.7885,0.76053
2.1175,1.3816
2.4466,1.9813
2.7953,2.4578
3.1662,3.0899
3.4962,3.557
3.0926,2.1407
2.8933,1.36
2.8813,0.48113
3.009,-0.36054
3.5599,-1.7481
4.0259,-2.121
4.4873,-2.356
4.9468,-2.3767
5.4043,-2.1467
5.8133,-1.7309
5.9983,-0.97607
6.0175,-0.54284
5.9724,-0.14076
5.7028,0.5739
5.3344,1.2415
4.8681,1.6855
4.5712,2.2396
4.455,3.2044
4.6882,4.0472
5.1408,4.4452
5.5996,4.5125
6.0604,4.342
6.514,3.8788
6.7409,3.2846
6.7818,2.4655
6.771,1.7613
6.7761,1.1362
6.7813,0.51102
6.7865,-0.11415
6.7917,-0.73932
6.7969,-1.3645
6.8382,-2.1481
6.9936,-2.4127
7.4527,-2.3782
7.9115,-2.3084
8.3691,-2.094
8.854,-1.8093
9.0507,-0.96504
9.0644,-0.32961
8.8739,0.48613
8.5091,1.1683
8.078,1.6653
8.3568,1.9014
8.3908,2.6488
8.1183,3.3803
7.6532,3.6454
7.1942,3.5988
6.7409,3.2846
